county,state,# total covid cases,# covid cases per 100k,# covid deaths
Hopewell city,Virginia,6141,27258.20054152426,118
Isle of Wight County,Virginia,7395,19927.780322832736,119
James City County,Virginia,15461,20204.382995961998,121
King George County,Virginia,5119,19075.122969145923,39
King William County,Virginia,3767,21967.576393748543,43
King and Queen County,Virginia,1146,16313.167259786474,12
Lancaster County,Virginia,1846,17410.166933886638,31
Lee County,Virginia,6185,26405.669640951204,93
Lexington city,Virginia,2857,38369.59441310771,40
Loudoun County,Virginia,71890,17384.133985268585,383
Louisa County,Virginia,6842,18201.165172514695,85
Lunenburg County,Virginia,2460,20170.54772056412,39
Lynchburg city,Virginia,19760,24048.29130561776,267
Madison County,Virginia,2451,18482.769021944045,41
Manassas Park city,Virginia,3828,21901.81943014075,27
Martinsville city,Virginia,3478,27704.317349052093,124
Mecklenburg County,Virginia,6217,20325.62853499853,123
Middlesex County,Virginia,1874,17709.31770931771,48
Montgomery County,Virginia,19403,19691.480184705943,154
Nelson County,Virginia,2589,17340.924313462827,36
New Kent County,Virginia,4742,20536.139621497554,32
Northampton County,Virginia,2183,18642.18616567037,65
Northumberland County,Virginia,2216,18321.620504340637,46
Norton city,Virginia,1310,32906.3049485054,22
Nottoway County,Virginia,4300,28230.04201680672,92
Orange County,Virginia,6928,18698.550646406304,86
Page County,Virginia,5660,23680.026776002007,122
Patrick County,Virginia,3706,21047.251249432076,98
Petersburg city,Virginia,8297,26469.086964844,140
Pittsylvania County,Virginia,14301,23695.198329853865,199
Poquoson city,Virginia,2388,19460.516665308453,30
Powhatan County,Virginia,5257,17728.989612842302,59
Prince Edward County,Virginia,5107,22397.158144022455,71
Prince George County,Virginia,8917,23249.810966547597,79
Prince William County,Virginia,97967,20829.196211211158,748
Pulaski County,Virginia,7343,21579.92182678461,138
Radford city,Virginia,5018,27497.397117650282,53
Rappahannock County,Virginia,1051,14260.515603799186,10
Richmond County,Virginia,2601,28826.332705308654,25
Roanoke County,Virginia,21633,22968.38171278109,282
Roanoke city,Virginia,21671,21858.32585255641,376
Rockbridge County,Virginia,3300,14619.235369689453,79
Rockingham County,Virginia,14648,17874.749841362816,228
Russell County,Virginia,6877,25866.997667945536,114
Salem city,Virginia,5745,22706.61238686218,97
Scott County,Virginia,5845,27102.847074098117,111
Shenandoah County,Virginia,10936,25073.36757153338,222
Smyth County,Virginia,8896,29550.890247143238,171
Southampton County,Virginia,3446,19545.119391980035,93
Spotsylvania County,Virginia,27655,20302.46301802298,301
Stafford County,Virginia,31265,20450.412736620397,177
Staunton city,Virginia,5737,23010.588801540187,115
Surry County,Virginia,1110,17284.33509810028,20
Sussex County,Virginia,2419,21677.569674702034,42
Tazewell County,Virginia,10329,25444.020199531962,175
Warren County,Virginia,8675,21598.944328254158,157
Washington County,Virginia,13910,25883.885374023073,215
Waynesboro city,Virginia,6033,26659.301811754307,69
Westmoreland County,Virginia,3284,18229.25339994449,52
Winchester city,Virginia,6440,22936.10656029632,80
Wise County,Virginia,10306,27568.680951234517,199
Wythe County,Virginia,7557,26345.6979500767,149
York County,Virginia,10189,14922.378441710604,109
Adams County,Washington,4926,24650.953310313766,39
Asotin County,Washington,4554,20166.504295456558,66
Benton County,Washington,53006,25933.75409755859,472
Chelan County,Washington,20462,26505.181347150257,161
Clallam County,Washington,11901,15389.688481980058,141
Clark County,Washington,91435,18727.431739653162,804
Columbia County,Washington,613,15382.685069008785,16
Cowlitz County,Washington,23312,21079.09180508712,347
Douglas County,Washington,11269,25948.09919638951,70
Ferry County,Washington,1420,18618.06739215943,29
Franklin County,Washington,32668,34307.19791644788,214
Garfield County,Washington,389,17483.14606741573,7
Grant County,Washington,25922,26523.282821564873,216
Grays Harbor County,Washington,16620,22141.99118050652,198
Island County,Washington,10635,12491.044267744095,76
Jefferson County,Washington,3198,9925.204059464324,29
King County,Washington,409986,18199.0978265984,2759
Kitsap County,Washington,41506,15289.181612904415,344
Kittitas County,Washington,8607,17955.5648273704,66
Klickitat County,Washington,3612,16107.023411371238,47
Lewis County,Washington,17798,22052.61005860706,254
Lincoln County,Washington,2224,20330.926044428194,28
Mason County,Washington,12661,18962.67673136832,139
Okanogan County,Washington,8660,20500.437942380984,125
Pacific County,Washington,3795,16888.433981576254,57
Pend Oreille County,Washington,2508,18274.555523171086,36
Pierce County,Washington,198369,21919.710932838298,1409
San Juan County,Washington,1450,8247.070867933113,2
Skagit County,Washington,22747,17605.355829882745,204
Skamania County,Washington,1531,12670.694363982453,12
Snohomish County,Washington,159247,19371.158386683583,1146
Spokane County,Washington,126127,24125.379209560866,1378
Stevens County,Washington,8277,18102.486713470244,147
Thurston County,Washington,49071,16889.817440867915,417
Wahkiakum County,Washington,537,11965.240641711229,7
Walla Walla County,Washington,15585,25650.09874917709,142
Whatcom County,Washington,39343,17161.83854096237,301
Whitman County,Washington,8806,17575.443078396933,90
Yakima County,Washington,72365,28845.272309096636,790
Barbour County,West Virginia,4838,29426.43391521197,73
Berkeley County,West Virginia,36247,30415.95690226649,295
Boone County,West Virginia,6660,31038.82182970592,75
Braxton County,West Virginia,3940,28229.56222683958,43
Brooke County,West Virginia,5082,23164.22808696841,104
Cabell County,West Virginia,27842,30281.146337484366,375
Calhoun County,West Virginia,1887,26543.817695878464,15
Clay County,West Virginia,2351,27632.816173013634,41
Doddridge County,West Virginia,2162,25591.85606060606,18
Fayette County,West Virginia,13217,31167.75927934726,205
Gilmer County,West Virginia,2101,26856.704589032342,19
Grant County,West Virginia,3786,32728.215767634854,56
Greenbrier County,West Virginia,9763,28166.291616179104,160
Hampshire County,West Virginia,5906,25484.35814455232,73
Hancock County,West Virginia,6809,23634.154807358555,142
Hardy County,West Virginia,4202,30502.322880371663,49
Harrison County,West Virginia,20062,29829.308909242296,253
Jackson County,West Virginia,6926,24237.122060470323,132
Jefferson County,West Virginia,14513,25396.35320057397,132
Kanawha County,West Virginia,47739,26800.992566975816,724
Lewis County,West Virginia,5359,33689.57062928271,86
Lincoln County,West Virginia,5606,27468.27380077417,82
Logan County,West Virginia,9747,30441.300477841283,186
Marion County,West Virginia,15266,27225.70980168355,179
Marshall County,West Virginia,9085,29756.640791326845,155
Mason County,West Virginia,6703,25279.07678382863,93
McDowell County,West Virginia,5662,32126.645483431683,75
Mercer County,West Virginia,17177,29233.466081214472,266
Mineral County,West Virginia,7914,29455.113890129523,156
Mingo County,West Virginia,7968,34016.39344262295,123
Monongalia County,West Virginia,25092,23758.663788205886,196
Monroe County,West Virginia,4260,32090.395480225987,46
Morgan County,West Virginia,4307,24082.979199284277,69
Nicholas County,West Virginia,7378,30119.203135205746,97
Ohio County,West Virginia,11335,27371.954311656325,167
Pendleton County,West Virginia,2001,28712.871287128713,22
Pleasants County,West Virginia,2077,27841.82305630027,36
Pocahontas County,West Virginia,2077,25184.915726931005,32
Preston County,West Virginia,9367,28018.06652309165,137
Putnam County,West Virginia,16889,29918.5119574845,178
Raleigh County,West Virginia,23094,31479.94165837434,349
Randolph County,West Virginia,9533,33221.81564732532,89
Ritchie County,West Virginia,2462,25769.311283232153,31
Roane County,West Virginia,3187,23283.167738164815,36
Summers County,West Virginia,2831,22516.503618865823,54
Taylor County,West Virginia,4585,27463.312368972747,73
Tucker County,West Virginia,2024,29594.970024857434,38
Tyler County,West Virginia,2214,25771.155860784544,32
Upshur County,West Virginia,6928,28656.518861681005,95
Wayne County,West Virginia,9915,25163.69727425004,125
Webster County,West Virginia,2274,28025.634705447374,33
Wetzel County,West Virginia,4367,28987.719880517754,86
Wirt County,West Virginia,1455,24995.70520529119,25
Wood County,West Virginia,22312,26715.199118752844,346
Wyoming County,West Virginia,7044,34539.570461900556,116
Adams County,Wisconsin,4738,23432.245301681505,61
Ashland County,Wisconsin,3364,21616.75877136615,36
Barron County,Wisconsin,13743,30375.298382105913,144
Bayfield County,Wisconsin,3425,22778.664538441077,41
Brown County,Wisconsin,85688,32391.075897211027,557
Buffalo County,Wisconsin,3608,27687.821349090627,12
Burnett County,Wisconsin,4062,26352.66640716232,43
Calumet County,Wisconsin,14749,29445.586855397396,121
Chippewa County,Wisconsin,19101,29541.588047882706,187
Clark County,Wisconsin,7694,22125.72611721401,122
Columbia County,Wisconsin,15821,27499.47855106723,128
Crawford County,Wisconsin,4299,26650.548633066763,28
Dane County,Wisconsin,134580,24617.01680095849,516
Dodge County,Wisconsin,27570,31386.969341636403,340
Door County,Wisconsin,7097,25650.57105681654,71
Douglas County,Wisconsin,11993,27793.742757821554,79
Dunn County,Wisconsin,13611,30001.322518074412,75
Eau Claire County,Wisconsin,31318,29927.56531544445,187
Florence County,Wisconsin,1093,25448.195576251455,17
Fond du Lac County,Wisconsin,32524,31453.63287332089,278
Forest County,Wisconsin,2694,29920.03553976011,52
Grant County,Wisconsin,12945,25165.730282470497,146
Green County,Wisconsin,9528,25779.22077922078,54
Green Lake County,Wisconsin,5268,27853.85713530376,64
Iowa County,Wisconsin,5424,22907.340146971874,29
Iron County,Wisconsin,1482,26059.433796377703,47
Jackson County,Wisconsin,5736,27786.658915855252,43
Jefferson County,Wisconsin,22026,25983.555309134234,243
Juneau County,Wisconsin,7859,29448.79529358864,68
Kenosha County,Wisconsin,45275,26701.30513502515,631
Kewaunee County,Wisconsin,5927,29005.578937065675,59
La Crosse County,Wisconsin,35988,30494.17028199566,186
Lafayette County,Wisconsin,3731,22388.238823882388,26
Langlade County,Wisconsin,5295,27593.93402470165,92
Lincoln County,Wisconsin,7188,26050.08516652774,148
Manitowoc County,Wisconsin,20803,26339.2461478077,189
Marathon County,Wisconsin,40330,29721.722724994845,491
Marinette County,Wisconsin,11760,29144.981412639405,127
Marquette County,Wisconsin,3873,24868.37036085784,61
Menominee County,Wisconsin,1987,43612.81826163301,14
Milwaukee County,Wisconsin,277430,29335.135123703905,2292
Monroe County,Wisconsin,12305,26603.67976131278,91
Oconto County,Wisconsin,11522,30377.0102820986,121
Oneida County,Wisconsin,8605,24174.743643770194,139
Outagamie County,Wisconsin,55321,29444.074833009556,406
Ozaukee County,Wisconsin,23174,25973.705741921745,186
Pepin County,Wisconsin,2001,27459.86002470152,18
Pierce County,Wisconsin,11879,27784.53478037143,73
Polk County,Wisconsin,12692,28988.420163076993,122
Portage County,Wisconsin,18469,26096.47883343695,161
Price County,Wisconsin,3283,24589.91835817542,33
Racine County,Wisconsin,57729,29406.910463499244,690
Richland County,Wisconsin,3995,23156.735450962206,48
Rock County,Wisconsin,44315,27128.2001052928,395
Rusk County,Wisconsin,3465,24439.27211172239,55
Sauk County,Wisconsin,16479,25571.832035008225,136
Sawyer County,Wisconsin,4645,28052.90494021017,62
Shawano County,Wisconsin,11994,29325.90038876256,152
Sheboygan County,Wisconsin,33090,28689.093116004857,319
St. Croix County,Wisconsin,25656,28290.714214826825,149
Taylor County,Wisconsin,4884,24008.25836897213,72
Trempealeau County,Wisconsin,8555,28854.261526527036,65
Vernon County,Wisconsin,6239,20242.03491012913,98
Vilas County,Wisconsin,5270,23744.08650596981,89
Walworth County,Wisconsin,27341,26322.832826279508,281
Washburn County,Wisconsin,4078,25941.475826972008,46
Washington County,Wisconsin,38986,28659.011717658817,343
Waukesha County,Wisconsin,115887,28670.84943517781,1093
Waupaca County,Wisconsin,13835,27132.77113159443,252
Waushara County,Wisconsin,6522,26682.485783250828,87
Winnebago County,Wisconsin,53045,30856.800479328936,382
Wood County,Wisconsin,21477,29420.95097193112,233
Albany County,Wyoming,9934,25550.411522633745,49
Big Horn County,Wyoming,2586,21933.84223918575,61
Campbell County,Wyoming,12113,26138.84033577178,149
Carbon County,Wyoming,4627,31263.513513513513,52
Converse County,Wyoming,3144,22746.346404283024,55
Crook County,Wyoming,1351,17813.81856540084,29
Fremont County,Wyoming,13795,35136.6496013856,193
Goshen County,Wyoming,3646,27598.21360987056,57
Hot Springs County,Wyoming,1158,26240.652617267162,16
Johnson County,Wyoming,1845,21847.246891651866,19
Laramie County,Wyoming,26292,26424.120603015075,290
Lincoln County,Wyoming,3979,20065.557236510336,31
Natrona County,Wyoming,22380,28024.743920458815,273
Niobrara County,Wyoming,694,29456.706281833616,10
Park County,Wyoming,6801,23295.8827156265,144
Platte County,Wyoming,1911,22768.974145120934,41
Sheridan County,Wyoming,8097,26560.60357552895,78
Sublette County,Wyoming,1926,19591.08941104669,27
Sweetwater County,Wyoming,11088,26186.146470490992,126
Teton County,Wyoming,10074,42933.85612001364,16
Uinta County,Wyoming,5643,27899.73301690893,39
Washakie County,Wyoming,2359,30224.215246636773,44
Weston County,Wyoming,1588,22924.78706510755,18
